trackName,artistName,genre
when the days end,Visio,
when the party's over,Billie Eilish,art pop
when was it over? (feat. Sam Hunt),Sasha Alex Sloan,alt z
where do we go when we fall in love,SVMP,lo-fi chill
white lie,contradash,
whore,mehro,gen z singer-songwriter
why are girls?,blackbear,pop
why didn't you call???,Saint Harison,
wish u the best (feat. Stalking Gia),blackbear,pop
without me - slowed + reverb,slowed + reverb tazzy,
wonder,Billy Hammer,lo-fi cover
working,Tate McRae,alt z
worthless,eli.,
you broke me first,Tate McRae,alt z
you deserve better,sadeyes,emo rap
you don't love me,Josh Golden,la pop
you heard me,Heather Sommer,alt z
you should see me in a crown,Besomorph,alt z
you were good to me,Jeremy Zucker,alt z
you were good to me - shallou remix,Jeremy Zucker,alt z
you're not lost,eaup,
your eyes,Bcalm,focus beats
|BONKERS|,staplegun,gym phonk
ГЂ Deriva,colours in the dark,lo-fi sleep
ГЃrboles Bajo El Mar,Vivir Quintana,nuevo folklore mexicano
РРєСЂС‹ Рё РЎР°Р»Р°,Р”Р•РўР RAVE,hard bass
РС‚Р°Р»СЊСЏРЅСЃРєР°СЏ РїРѕР»СЊРєР° РІ РњРё РњРёРЅРѕСЂ,Sergei Rachmaninoff,classical
РћР±С–Р№РјРё,Okean Elzy,
СЌС‚Рѕ Р»Рё СЃС‡Р°СЃС‚СЊРµ?,Rauf & Faik,russian pop
Ч™Ч©ЧЁЧђЧњ,Eyal Golan,israeli mediterranean
Ч›Ч•ЧњЧќ ЧћЧ“Ч‘ЧЁЧ™Чќ ЧђЧ™ЧЄЧ™ ЧўЧњ,Carakukly,israeli pop
Ч§Ч¦Ч‘ ЧћЧ–ЧЁЧ—Ч™,Eyal Golan,israeli mediterranean
аё„аёґаё”(а№Ѓаё•а№€а№„аёЎа№€)аё–аё¶аё‡ (Same Page?),Tilly Birds,thai indie rock
гЂЊиЃґгЃЏе°ЏиЄ¬гѓ»гЃ™гЃљг‚ЃгЃ®ж€ёз· гЃѕг‚ЉгЂЌз¬¬1и©±,иЃґгЃЏе°ЏиЄ¬гѓ»гЃ™гЃљг‚ЃгЃ®ж€ёз· гЃѕг‚Љ,
гЃ†г‚‰гЃЊг‚ЏгЃ®е­ењЁ,г‚®гѓґгѓі,
гЃг‚ѓгЃ‚гЃ­гЂЃгЃѕгЃџгЃ­гЂ‚,Riria.,
гЃќгЃ°гЃ«гЃ„г‚‹гЃ‹г‚‰,з›ґж±џе‰›пј€пјЈпј¶пјље†…е±±ж‚ијќпј‰,
гЃџгЃ еЈ°дёЂгЃ¤,гѓ­г‚Їгѓ‡гѓЉг‚·,
гЃџгЃ¶г‚“,YOASOBI,
гЃІгЃѕг‚Џг‚ЉгЃ®зґ„жќџ,Motohiro Hata,
гЃѕгЃЎгЃјгЃ†гЃ‘,гѓ­г‚Їгѓ‡гѓЉг‚·,
г‚Ѓг‚“гЃџгЃ„г‚іг‚єгѓџгѓѓг‚Ї,Yunomi,
г‚‚гЃ†дєЊеє¦гЃЁ,ECHOLL,
г‚„г‚Џг‚‰гЃ‹гЃЄеЌ€еѕЊгЃ«йЃ…гЃ„жњќйЈџг‚’,Motohiro Hata,
г‚ўгѓјгѓЃ,зѕЅжџґе¤ЏжЁ№пј€пјЈпј¶пјљжќѕеІЎз¦Ћдёћпј‰,
г‚¤гѓігѓ‰г‚ўзі»гЃЄг‚‰гѓ€гѓ©гѓѓг‚ЇгѓЎг‚¤г‚«гѓј,Yunomi,
г‚­г‚±гѓігѓЉг‚ўг‚Ѕгѓ“,Creep Hyp,j-pop
г‚­гѓџгЃ®йљЈ,halca,
г‚·гѓ«г‚Ёгѓѓгѓ€,KANA-BOON,anime
г‚·гѓігѓ‡гѓ¬гѓ©,Cidergirl,j-rock
г‚ёг‚§гѓЄгѓјгѓ•г‚Јгѓѓг‚·гѓҐ (feat. гѓ­гѓјгѓ©гѓјг‚¬гѓјгѓ«),Yunomi,denpa-kei
г‚»гѓігѓЃгѓЎгѓјгѓ€гѓ«,the peggies,anime
гѓЂгѓѓг‚їгѓідєєгЃ®иёЉг‚Љ (ж­ЊеЉ‡ г‚¤гѓјг‚ґгѓЄе…¬г‚€г‚Љ) 2 еЁгЃџгЃЎгЃ®жµЃйє—гЃЄиёЉг‚Љ,Alexander Borodin,
гѓЏгѓ«г‚ёг‚Єгѓі,YOASOBI,j-pop
гѓђг‚¤гѓ»гѓћг‚¤гѓ»г‚µг‚¤,RADWIMPS,j-pop
гѓ•г‚Јг‚Їг‚·гѓ§гѓі,sumika,anime
гѓ—гѓЄг‚єгѓ ,AmPm,japanese dance pop
дё‰ж™‚гЃ®г‚­г‚№,гѓ­г‚Їгѓ‡гѓЉг‚·,
дє”жњ€й›Ё,Yasuharu Takanashi,anime
дєєжџ±еЉ›,Yasuharu Takanashi,anime
д»»е‹™,Yasuharu Takanashi,anime
е…‰г‚‹гЃЄг‚‰,Goose house,
е‡ёгЂ‘в™ЂгЂ‘в™‚гЂ‘в†ђTitan,Hiroyuki Sawano,anime score
е‡єй™Ј,Yasuharu Takanashi,anime
е‰ЌеҐЏж›Ій›† з¬¬1е·» VIII. дєњйє»и‰ІгЃ®й«ЄгЃ®д№™еҐі,Claude Debussy,classical
е‹•е¤©,Yasuharu Takanashi,anime
еЌѓи»Ќдё‡й¦¬,Yasuharu Takanashi,anime
еЏ¤д»Љз„ЎеЏЊ,Yasuharu Takanashi,anime
е‘ЅгЃ«е«Њг‚Џг‚ЊгЃ¦гЃ„г‚‹гЂ‚,majiko,
е“Ђйґ»йЃЌй‡Ћ,Yasuharu Takanashi,anime
е¤њгЃ«й§†гЃ‘г‚‹,YOASOBI,
е¤њжЋгЃ‘гЃ®ж­Њ,M2U,
е¤±ж„Џ,Yasuharu Takanashi,anime
еҐЅгЃЌгЃ гЃ‹г‚‰гЂ‚,гЂЋгѓ¦г‚¤г‚«гЂЏ,
е­¤з‹¬,Yasuharu Takanashi,anime
еЇѕеі™,Yasuharu Takanashi,anime
её°йѓ·,Yasuharu Takanashi,anime
жЂ’г‚Љ,Yasuharu Takanashi,
жЂЄз•°,Yasuharu Takanashi,anime
жЃ‹ж„›г‚µгѓјг‚­гѓҐгѓ¬гѓјг‚·гѓ§гѓі,з‰©иЄћг‚·гѓЄгѓјг‚є,
ж‚ІеЈ®,Yasuharu Takanashi,anime
ж‰‹гЃ¤гЃ‹гЃљгЃ®дё–з•Њ,Tsubakiya Shijuso,
жљЃ,Yasuharu Takanashi,anime
жљ—й›І,Yasuharu Takanashi,anime
жњ‰дє›,йўњдєєдё­,chinese viral pop
з‹¬г‚ЉиЁЂ,д№…дїќгЃ‚гЃЉгЃ„,
з”џзµІ,Yoh kamiyama,japanese teen pop
з–ѕйўЁдјќ,Yasuharu Takanashi,anime
з™ѕиЉ±з№љд№±,Yasuharu Takanashi,anime
з›—дЅњ,гѓЁгѓ«г‚·г‚«,j-pop
зџҐг‚‰гЃЄгЃ„гЃѕгЃѕгЃ§,гѓ­г‚Їгѓ‡гѓЉг‚·,
з§г‚ЃгЃџг‚‹й—еї—,Yasuharu Takanashi,
з©єиќ‰,Yasuharu Takanashi,anime
зґ„жќџ,гѓ•гѓ¬гѓіг‚є,japanese alternative rock
зґ…и“®,DOES,anime rock
и† зќЂ,Yasuharu Takanashi,anime
и‰ІеЅ©,Riria.,japanese teen pop
и‰Ій¦™ж°ґ,Yoh kamiyama,japanese teen pop
иђЅж—Ґ,Yasuharu Takanashi,anime
и–„жљ®,Yasuharu Takanashi,anime
иЁеїµж’®еЅ±,BUMP OF CHICKEN,j-pop
йЂЏжЋгЃ гЃЈгЃџдё–з•Њ,Motohiro Hata,
й›»е…‰зџізЃ«,Yasuharu Takanashi,anime
й¦¬гЃЁй№ї,Kenshi Yonezu,
Black And White,Niall Horan,pop
Black Coffee,Morgan Powers,
Black Dress,Josh Golden,la pop
Black Hole - Acoustic Version,Griff,uk pop
Black Magic (feat. Skylar Grey),Eminem,detroit hip hop
Black Out Days - Sped Up,Phantogram,indietronica
Black Walls,Chromatics,alternative dance
Black Water,Apparat,ambient pop
Blacked Out Whip,Bri-C,sad rap
Blame It on the Boogie,The Jacksons,disco
Bleed It Out,Linkin Park,alternative metal
Blessed,Besomorph,alt z
Blinding Lights,The Weeknd,canadian contemporary r&b
Blink 182,Half an Orange,
BlkBird,Lund,cloud rap
Blonde,Glades,indie electropop
Blondie,Current Joys,lo-fi indie
Blood,Chrome Sparks,chillwave
Blood (with Foy Vance),ILLENIUM,edm
Blood Like Lemonade - Radio Edit,Morcheeba,
Blood Stain Cypher,Lund,cloud rap
Bloodhound,Skott,indie electropop
Bloom,Aether,chillstep
Bloom,ODESZA,chillwave
Bloom,SPEECHLESS,japanese chillhop
Bloom,The Winking Owl,anime rock
Blue,Madison Beer,pop
Blue,The Neighbourhood,modern alternative rock
Blue (Da Ba Dee) - Gabry Ponte Ice Pop Radio,Eiffel 65,eurodance
Blue Bird (Naruto),Kato,anime lo-fi
Blue Bird Piano,Kato,anime lo-fi
Blue Boi,LAKEY INSPIRED,chillhop
Blue Eyes,Yo Yo Honey Singh,filmi
Blue Racecar,Sassy 009,electra
Blueberry Eyes (feat. SUGA of BTS),MAX,viral pop
Blueberry Faygo,Lil Mosey,melodic rap
Bluebird,Luca Fogale,modern indie folk
Blur,LXST CXNTURY,chill phonk
Blur,Stellar,social media pop
Blurry,Puddle Of Mudd,alternative metal
Body,Julia Michaels,pop
Body Bag (w/ Ethan Tasch),Peter Fenn,la pop
Bole Chudiyan,Jatin-Lalit,afghan pop
Bom Diggy Diggy,Zack Knight,desi hip hop
Bombs Away,Charlotte Gainsbourg,art pop
Bone,So Below,indie electropop
Bones,Imagine Dragons,modern rock
Bones,Low Roar,icelandic indie
Bonnie And Clyde,Brigitte Bardot,chanson
BooHoo,The Neighbourhood,modern alternative rock
Boogie Wonderland,"Earth,329543,4.0
Boom, Boom, Boom!!,https://api.spotify.com/v1/audio-analysis/5N6M8yDiMV32T6Rkzh8EbW,202583.0,4.0
Boot Scootin' Boogie,Brooks & Dunn,contemporary country
Borderline,Nico Collins,
Bored,Billie Eilish,art pop
Bored,Death Angel,death metal
Born In The Slumber,flora cash,indie pop
Born Survivor,Ewan J Phillips,british singer-songwriter
Born to Fly,7vvch,
Borrow Your Time,Fly By Midnight,singer-songwriter pop
Boss Bitch,Doja Cat,dance pop
Boss of The Pirates,Phonku,
Boulevard of Broken Dreams,Green Day,modern rock
Bound 2,Kanye West,chicago rap
Boy From School,Hot Chip,alternative dance
Boy In The Bubble,Alec Benjamin,alt z
Boy With Luv (feat. Halsey),BTS,k-pop
Boyfriend,Dove Cameron,pop
Boyfriend,Justin Bieber,canadian pop
Boyfriend girlfriend sex call record,Funny Call Recording,
Boys Who Kiss You In Their Car,Ber,alt z
Brainless,Eminem,detroit hip hop
Break Her Heart,Maia Wright,vocal trance
Break My Heart,Dua Lipa,dance pop
Break My Heart Again,FINNEAS,alt z
Break My Heart Right,James Bay,neo mellow
Breakdown,Xaia,
Breaking Me,Topic,german dance
Breaking the Habit,Linkin Park,alternative metal
Breaking the Law,Judas Priest,album rock
Breakn' a Sweat,Skrillex,brostep
Breathe,Mako,pop edm
Breathe,ZABO,canadian electronic
Breathe In,Low Roar,icelandic indie
Breathing,Mall Grab,aussietronica
Breezeblocks,alt-J,indie rock
Briggs,Mike Mains & The Branches,indie rockism
Brighter Days,Yasumu,lo-fi study
Bring Back the Summer (feat. OLY),Rain Man,pop edm
Bring Me Back,Miles Away,melodic dubstep
Bring Me Back,Pelikast,
Bring The Rain,steezy prime,lo-fi study
Brockhampton,BROCKHAMPTON,boy band
Broken,Isak Danielson,swedish singer-songwriter
Broken,Lund,cloud rap
Broken (with Lil Skies & Noah Cyrus),Lund,cloud rap
Broken Angel (feat. Helena),Arash,persian pop
Broken Belief,Bob Moses,canadian electronic
Broken Little Dreamer,the Glass Child,
Broken Parts,Mokita,chill pop
Broken String,Unlike Pluto,
Broken Summer,DJ Snake,edm
Bromance,Chester See,
Brooklyn,Emily James,singer-songwriter pop
Brother (feat. Gavin DeGraw),NEEDTOBREATHE,ccm
Brothers on a Hotel Bed,Death Cab for Cutie,alternative rock
Brown Munde,AP Dhillon,desi hip hop
Brown Rang,Yo Yo Honey Singh,
Bryn,Vampire Weekend,baroque pop
Bubble,rei brown,
Bubble (feat. Uta),Eve,anime
Bubble feat.Uta,Eve,anime
Bubble feat.Uta - TeddyLoid Remix,Eve,anime
Bubblegum Bitch,MARINA,metropopolis
Budapest,George Ezra,folk-pop
Build a Bitch,Bella Poarch,modern alternative pop
Build a Fire,Young Ejecta,solipsynthm
Buleria,Marco Marin,shanty
Bulletproof,Neovaii,meme
Bulleya,Pritam,filmi
Bum Bum Tam Tam - Jonas Blue Remix,MC Fioti,funk carioca
Bundles (feat. Taylor Girlz),Kayla Nicole,trap queen
Burden,Kyle Dybdal,sad lo-fi
Burden,Subtact,future bass
Bure Bure and Boro Boro,Robert Uhlmarash,
Burial - Skrillex & Trollphace Remix,Yogi,
Buriki,RADWIMPS,j-pop
Burn,Ellie Goulding,indietronica
Burn It to the Ground,Nickelback,alternative metal
Burn Out,The Cinematic Orchestra,downtempo
Burn You,Alexis Donn,gen z singer-songwriter
Burnin,Petit Biscuit,new french touch
Burning Bridges,Sigrid,norwegian pop
Burning House,Nico Collins,
Burning in the Skies,Linkin Park,alternative metal
But Cha (feat. Josh Golden),KYLE,deep underground hip hop
Butterflies,Abe Parker,singer-songwriter pop
Butterflies,MAX,viral pop
Butterflies and Hurricanes,Muse,modern rock
Butterfly,J.UNA,
Butterfly,Jason Mraz,acoustic pop
Butterfly Lullaby,Tenno,japanese chillhop
By And By,Michael Benjamin,swiss pop
By My Side,Lund,cloud rap
By My Side,smle,future bass
By Your Side,Marin Hoxha,
By_Myslf (Josh Abraham and Mike Shinoda Reanimation),Linkin Park,alternative metal
Byakuya,Kato,anime lo-fi
Byakuya Piano,Kato,anime lo-fi
Bye.,Mia Smith,gen z singer-songwriter
Byouka,Eve,anime
C o p i n e s - Slowed,DJ Pho,slowed and reverb
C.O.N.F.O.R.M. (feat. Gift of Gab, Lateef the Truth Speaker,DJ Shadow,171533.0,4.0
C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon,Wu-Tang Clan,252187.0,4.0
CARDIBDRUGGEDME!,Sad Frosty,meme rap
CASTLE OF GLASS,Linkin Park,alternative metal
CHANGES,blackbear,pop
CHARGER (ft. Charli XCX),ELIO,electropop
CHICKEN TENDIES,Clinton Kane,alt z
CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry,dark trap
COFFIN,PLVTINUM,dark r&b
COFFIN (feat. Eminem),Jessie Reyez,canadian contemporary r&b
COURAGE,SHADXWBXRN,drift phonk
COWBELL WARRIOR!,Sxmpra,drift phonk
CRIMINAL MANE,PRXSXNT FXTURE,drift phonk
CURSED,MoonDeity,gym phonk
CWJBHN,Jake Scott,indiecoustica
Cactus,Teleman,chamber psych
Cafe at last,RADWIMPS,j-pop
Cake,88GLAM,canadian hip hop
Calcium,Ecco2k,cloud rap
California,Stephen,la pop
California English Pt. 2,Vampire Weekend,baroque pop
California Love - Original Version,2Pac,g funk
Call Me If You Need Me,Cloe Wilder,
Call Out My Name,The Weeknd,canadian contemporary r&b
Call You Mine,The Chainsmokers,electropop
Call Your Name,Hiroyuki Sawano,anime score
Call of Silence,Hiroyuki Sawano,anime score
Calling On Me,Sean Paul,dance pop
Campus,Vampire Weekend,baroque pop
Can I,Drake,canadian hip hop
Can I Be Him,James Arthur,pop
Can I Have This Dance,High School Musical Cast,post-teen pop
Can We Kiss Forever?,Kina,sad lo-fi
Can't Feel My Face,The Weeknd,
Can't Hear You Now,Mike Shinoda,
Can't Help Falling In Love - DARK,Tommee Profitt,
Can't Hurt Me,Haiden,
Can't Let Go,"Earth,208693,
Can't Let You Go,Ali Gatie,
Can't Love Myself,Monty Datta,
Can't Tell Yah,Laai,
Canada (feat. Alessia Cara),Lauv,pop
Cancer,Twenty One Pilots,modern rock
Candy,Cameo,disco
Cane Shuga,Glass Animals,gauze pop
Canon in D,Bethoveen Complete Works,
Canon in D,Bethoven Masterpieces,
Canon in D,Johann Pachelbel,baroque
Canon in D Major, P.37,1034914,4.0
Canon in F,Wolfgang Amadeus Mozart,classical
Canon in G Major, Hess 274,5433,4.0
CanвЂІt Slow Me Down,Mirani,k-rap
Cape Cod Kwassa Kwassa,Vampire Weekend,baroque pop
Capo (Slowed + Reverb),Toby,
Careless Whisper,George Michael,new wave pop
Carmen Suite No. 2 (Arr. E. Guiraud): II. Habanera,Georges Bizet,classical
Carmen, Opera Suite No. 2: II. Habanera (Act 1),12204,4.0
Carnival of Rust,Poets of the Fall,finnish alternative rock
Carol Of The Bells,The Christmas Brothers,calming instrumental
Caroline,Boy In Space,alt z
Caroline,Briston Maroney,nashville indie
Carried Away (Love To Love) (with Madison Beer),Surf Mesa,pop edm
Carry Us,LP Giobbi,house
Casanova,Blake Rose,australian electropop
Casey,Ori Rose,
Castle,Clarx,gaming edm
Castle in the Sky,Adon,chill house
Castle on the Hill,Ed Sheeran,pop
Catharsis,Aether,chillstep
Caught in the Strange,Racing Glaciers,gauze pop
Cavalleria Rusticana: Intermezzo Sinfonico,AndrГ© Rieu,easy listening
Cavatina - From "The Deer Hunter",AndrГ© Rieu,easy listening
Celestial,Ed Sheeran,pop
Cello Suite No. 1 in G Major, BWV 1007: I. PrГ©lude,18650,4.0
Cellophane,Ella Vos,alt z
Cellphone,Score,
Chaand Baaliyan,Aditya A,desi pop
Chaar Botal Vodka (From "Ragini Mms 2"),Yo Yo Honey Singh,
Chaar Kadam,Shaan,filmi
Chaiyya Chaiyya (From "Dil Se"),Sukhwinder Singh,
Chaka Chak,A.R. Rahman,filmi
Chaka Chak (From "Atrangi Re"),A.R. Rahman,
Chala Jata Hoon,Kishore Kumar,classic bollywood
Chalte Chalte,Jatin-Lalit,afghan pop
Chammak Challo,Akon,dance pop
Chances,AP Dhillon,desi hip hop
Chand Sifarish,Jatin-Lalit,afghan pop
Change,NF,hip hop
Change My Clothes,Dream,pixel
Change The Paradigm,Austra,art pop
Changed the Way You Kissed Me,Player1,
Changes,Hayd,gen z singer-songwriter
Changes,redpillow,
Channel 43 - Radio Edit,deadmau5,canadian electronic
Channel Orange In Your Living Room,Charlie Burg,ann arbor indie
Chasing Fire,Lauv,pop
Chasing Parties,Sasha Alex Sloan,alt z
Chasing Stars (feat. James Bay),Alesso,dance pop
Chasing Stars (feat. James Bay) [VIP Mix],Alesso,dance pop
Chat Deni Maar Deli,MANOJ TIWARI,bhojpuri pop
Cheap Thrills (feat. Sean Paul),Sia,australian dance
Cheating on You,Charlie Puth,pop
Check It Out,Oh The Larceny,bossbeat
Chedkhaniyaan,Shankar-Ehsaan-Loy,filmi
Cheerleader,OMI,reggae fusion
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,reggae fusion
Cheliya,KK,filmi
Chemistry,Lund,cloud rap
Cherry,Chromatics,alternative dance
Cherry Blossom,Tosama Beats,japanese chillhop
Cherry Flavoured,The Neighbourhood,modern alternative rock
Chicken,Your Neighbors,nashville indie
Chicken Soup,Skrillex,brostep
Chidiya Chidiya,Uttam Singh,classic bollywood
Child Of The Devil,Timmy Trumpet,australian dance
Childhood Memories,Corey J. Beats,lo-fi sleep
Chill Calling,Fatboibari,aesthetic rap
Chills,Mickey Valen,dark r&b
Chimes,Khutko,lo-fi jazzhop
Chip Chrome,The Neighbourhood,modern alternative rock
Chitta,Manan Bhardwaj,desi pop
Chitta Kurta,Karan Aujla,desi hip hop
Chittiyaan Kalaiyaan,Meet Bros Anjjan,filmi
Chlorine,Twenty One Pilots,modern rock
Chogada (From "Loveyatri"),Darshan Raval,
Choo Lo,The Local Train,hindi indie
Chop Suey!,System Of A Down,alternative metal
Chopin: Piano Sonata No. 2 in B-Flat Minor, Op. 35 "Funeral March": III. Marche funГЁbre. Lento,4932,
Chori Chori Chupke Chupke,Udit Narayan,chutney
Chori Kiya Re Jiya,Sonu Nigam,filmi
Chosen One,Valley Of Wolves,bossbeat
Chura Liya Hai Tumne Jo Dil Ko,Asha Bhosle,chutney
Cinema,Arcando,
Cinema - Skrillex Remix,Benny Benassi,edm
Circa 2013,Jaden,pop rap
City,DBMK,modern alternative pop
City Lights,Connor Price,singer-songwriter pop
City Of Stars,Ryan Gosling,hollywood
City Talks,Syd Matters,folktronica
Clap Your Hands (feat. Ava Max),Le Youth,house
Classic,MKTO,pop
Claude's Girl,Marika Hackman,ambient folk
Clear Eyes,Mokita,chill pop
Cleopatra,The Lumineers,folk-pop
Climb Inside Your Mind,Blond in Car,
Clique,Kanye West,chicago rap
Close Eyes,DVRST,chill phonk
Close Your Eyes,Felix Jaehn,edm
Close to Me,Laica,bedroom r&b
Close to You (feat. PollyAnna),Steve Aoki,edm
Closer,Lemaitre,norwegian pop
Closer Than You,William Black,melodic dubstep
Closure,Hayd,gen z singer-songwriter
Closure (feat. BIRDY and Mishaal),Sarcastic Sounds,lo-fi chill
Clouds,Before You Exit,teen pop
Clouds,Kayba,lo-fi study
Cloyster,HM Surf,lo-fi beats
Club Can't Handle Me,Flo Rida,dance pop
Coast (feat. Anderson .Paak),Hailee Steinfeld,pop
Coco,pewdiepie,antiviral pop
Coffee,fishkid,lo-fi chill
Coffee Breath,Sofia Mills,
Coffee Cups and Cigarettes,Tomo,modern indie folk
Coffin Dance GTA SA,Flyingkitty,
Coke & Mentos,salem ilese,alt z
Cold,Boy In Space,alt z
Cold,Delto,glitchcore
Cold,NEFFEX,
Cold Bones,Lund,cloud rap
Cold Hearted,Seven Lions,brostep
Cold Skin - INTERCOM Remix,Seven Lions,brostep
Cold Sweat,Axel Mansoor,la pop
Cold Water,Major Lazer,dance pop
Collide,ryscu,
Color,Grant,future bass
Color Perfume,Gabriel Senanes,
Color Perfume,Nicki Gee,otacore
Color Perfume - From "Hori-san to Miyamura-kun",Animaddicted,
Color Perfume - Iro Kousui (From "Horimiya") - FULL English Cover,We.B,
Colorful Mist,Kato,anime lo-fi
Colorful Mist Piano,Kato,anime lo-fi
Colors,Beck,alternative rock
Come & Go (with Marshmello),Juice WRLD,chicago rap
Come Alive,Hugh Jackman,hollywood
Come As You Are,Nirvana,grunge
Come Back Home - From "Purple Hearts",Sofia Carson,pop
Come Clarity,In Flames,alternative metal
Come Here and Leave Me Alone,Alexander 23,alt z
Come With Me,Surfaces,bedroom soul
Come and Get Your Love - Single Version,Redbone,native american
Come to Your Senses,Alexandra Shipp,show tunes
Comeback Kid,Sharon Van Etten,art pop
Comfortable,Lauv,pop
Comment te dire adieu - RemasterisГ© en 2016,FranГ§oise Hardy,chanson
Commissary,Clever,alabama rap
Company,Mark Ambor,singer-songwriter pop
Compass,The Neighbourhood,modern alternative rock
Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,belgian dance
Computer Crash,Lui Joseph,sad rap
Con Calma,Daddy Yankee,latin hip hop
Concrete Jungle,Black Label Society,alternative metal
Conduit,Lorn,glitch hop
Congratulations,Eric Nam,k-pop
Conscious Sleep,Krynoze,lo-fi sleep
Consolations, S. 172: No. 3,Franz Liszt,254000.0,3.0
Constellations,Jade LeMac,alt z
Consume (feat. Goon Des Garcons),Chase Atlantic,alternative r&b
Contemplation,Sara Edwards,
Control,Biting Elbows,
Control,Golden Features,industrial pop
Control,Winona Oak,swedish pop
Control,Zoe Wees,german pop
Cool Kids,Echosmith,electropop
Cool Out,Imagine Dragons,modern rock
Coping,Rosie Darling,alt z
Cornfield Chase,Hans Zimmer,german soundtrack
Cotton Candy,Nic D,singer-songwriter pop
Council of war,RADWIMPS,j-pop
Count On You,Banoffee,australian pop
Counter Attack-Mankind,Hiroyuki Sawano,anime score
Counting Sheep,DJ Lagoa,lo-fi brasileiro
Counting Stars,OneRepublic,piano rock
Cover Me in Roses,Holden Laurence,cleveland indie
Coward,Hans Zimmer,german soundtrack
Crab Rave,Noisestorm,complextro
Cradled by the Sea,Lenny Loops,lo-fi sleep
CranMango,WILLIS,alabama indie
Crank That (Soulja Boy),Soulja Boy,atl hip hop
Crash,Mokita,chill pop
Crawl Outta Love,ILLENIUM,edm
Crazier Things,Chelsea Cutler,alt z
Crazy,DJ Goja,slap house
Crazy,PLГњM,new french touch
Crazy Little Love,Nuage,super eurobeat
Crazy Train,Ozzy Osbourne,album rock
Creating Memories,Yasumu,lo-fi study
Creep,Scott Bradlee's Postmodern Jukebox,jazz cover
Crim35,ESSEX,wave
Criminal,Britney Spears,dance pop
Cross Your Mind,Sabrina Claudio,r&b
Crossfire,Vancel,
Cruel World,Faye,
Crush Culture,Conan Gray,bedroom pop
Crush On You,Finding Hope,chill r&b
Cry Baby,The Neighbourhood,modern alternative rock
Cry with you,Jeremy Zucker,alt z
Crybaby,Dreamer Boy,indie pop
Crystal Window,Kiko Kaid,
Crystals,Isolate.exe,
Cult of Personality,Living Colour,funk metal
Cumberland Gap,David Rawlings,new england americana
Cupcake Cake,Mike Shinoda,alternative hip hop
Cure For Me,AURORA,art pop
Curious Shadows,Obie Hans,lo-fi jazzhop
Curl up & Die,Matt Maltese,indie anthem-folk
Cursive,Billie Marten,british singer-songwriter
Cut My Lip,Twenty One Pilots,modern rock
Cб»© Chill ThГґi,Chillies,indie viet
DAEDALUS,Phonk Killer,drift phonk
DAMAGE,SHADXWBXRN,drift phonk
DARK LADY,KUTE,aggressive phonk
DEAD TO ME,blackbear,pop
DECIMATION,Eyez Hate U,drift phonk
DEJA VU,dave rodgers,super eurobeat
DESIRES,AP Dhillon,desi hip hop
DEVIL SOUL,Phonk Killer,drift phonk
DIFFERENT,Boslen,bc underground hip hop
DJ Got Us Fallin' In Love (feat. Pitbull),Usher,atl hip hop
DNA,Lund,cloud rap
DOA,Hiroyuki Sawano,anime score
DON'T DANCE,Amber Liu,
DON'T STOP,CURSEDEVIL,
DON'T STOP THE MUSIC - EXTENDED MIX,Lou Grant,
DONE THINKING (feat. Gen Neo & LXX),Amber Liu,
DOWN,blackbear,pop
DRIFT-ZOKU,Sinizter,dark trap
DRUG DEALER,blackbear,pop
Daddy Blue,Brad stank,
Daddy Issues,The Neighbourhood,modern alternative rock
Daddy's Got a Gun,My Bad Sister,
Daisy,Ashnikko,alt z
Damn Bean,John-Robert,virginia indie
Dance (A$$),Big Sean,detroit hip hop
Dance Alone,Boy In Space,alt z
Dance Through the Party,Zatrix,
Dance in the Dark,Au/Ra,alt z
Dance of the Falling Roses,Pelicano,lo-fi brasileiro
Dance with Me,CORBAL,lo-fi chill
Dance with Me Tonight,Olly Murs,dance pop
Dancin (feat. Luvli) - Krono Remix,Aaron Smith,chicago house
Dancin - Krono Remix,Aaron Smith,chicago house
Dancing With A Stranger (with Normani),Sam Smith,pop
Dancing With Your Ghost,Sasha Alex Sloan,alt z
Dancing Without Music,BRDGS,newfoundland indie
Dancing in The Light,Souls Extolled,austin rock
Dandelion's Lullaby,Raimu,anime lo-fi
Dandelions,Ruth B.,alt z
Dandelions - slowed + reverb,Ruth B.,alt z
Dangerous,Kardinal Offishall,canadian old school hip hop
Dangerous (feat. blackbear),DeathbyRomy,alt z
Dangerous Affairs,Inon Zur,epicore
Dangerously,Charlie Puth,pop
Daniel,Bat For Lashes,art pop
Danza Kuduro,Don Omar,latin hip hop
Dard - E - Disco,Sukhwinder Singh,filmi
Dard - E - Disco (Remix By Dj Aqeel),Sukhwinder Singh,filmi
Dard Dilo Ke,Himesh Reshammiya,filmi
Dard Dilo Ke,Shahid Mallya,filmi
Dark Horse,Katy Perry,pop
Dark Red,Steve Lacy,afrofuturism
Darker Place,Rachel Chinouriri,uk pop
Darker Than Blue,Andreya Triana,british soul
Darkest Hour - from the Amazon Original Series PANIC,Tate McRae,alt z
